name,value
mTurkID, p3
subID,281
drive_name,3201
drive_index,2
time_date,Wed Feb 15 2023 19:25:18 GMT-0500 (Eastern Standard Time)
Page_15_SurveyPage_Question1_radio,Orange
Page_15_SurveyPage_Question2_text,scooter
Page_15_SurveyPage_Question3_radio,36-45
Page_15_SurveyPage_Question4_radio,Male
Page_15_SurveyPage_Question5_radio,Other
Page_15_SurveyPage_Question5_text,business
Page_15_SurveyPage_Question6_radio,Bachelor's_degree(e.g. BA; BS)
Page_15_SurveyPage_Question7_radio,0
Page_15_SurveyPage_Question8_radio,0
Page_15_SurveyPage_Question9_radio,0
Page_15_SurveyPage_Question10_radio,0
Page_15_SurveyPage_Question11_checkbox,1
Page_15_SurveyPage_Question12_radio,1
Page_15_SurveyPage_Question13_checkbox,none
Page_15_SurveyPage_Question15_textarea,There is absolutely nothing appealing about this to me. I'd rather just walk like a normal person and keep complete control of my movement. In terms of driving; I'd rather maintain complete control of my vehicle too rather than trusting AI.
Page_15_SurveyPage_Question16_radio,Yes
